-- ADD Sections --,,,,,,,,,,
,,,,,,,,,,
addSection,sectionA,10,,,,,,,,
addSection,sectionB,22,,,,,,,,
addSection,sectionC,44,,,,,,,,
addSection,sectionG,5,,,,,,,,
addSection,sectionT,3,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
space,,,,,,,,,,
,,,,,,,,,,
-- ADD SnackBar --,,,,,,,,,,
,,,,,,,,,,
addSnackBar,monkey bar,1,,,,,,,,
addSnackBar,dog caffe,2,,,,,,,,
addSnackBar,aroma,10,,,,,,,,
addSnackBar,lion house,2,,,,,,,,
addSnackBar,bug caffe,5,,,,,,,,
addSnackBar,lama taste,6,,,,,,,,
addSnackBar,turtule bar,5,,,,,,,,
addSnackBar,cat zone,2,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
space,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
-- ADD Mammal --,,,,,,,,,,
addMammal,Baboon,1972,6,24,Sausage,Male,1,FALSE,TRUE,39
addMammal,Ape,2003,8,5,Sausage,Female,2,FALSE,FALSE,13
addMammal,Bear,1974,7,23,Sausage,Male,3,TRUE,FALSE,35
addMammal,Beaver,2017,4,3,Sausage,Female,4,FALSE,FALSE,39
addMammal,Bison,1987,3,13,Sausage,Male,5,FALSE,TRUE,46
addMammal,Camel,1979,6,10,Sausage,Female,6,FALSE,TRUE,36
addMammal,Coyote,1980,11,9,Sausage,Male,7,FALSE,TRUE,9
addMammal,Fox,1993,12,25,Sausage,Female,8,FALSE,FALSE,2
addMammal,Giraffe,2006,10,7,Raw_Meat,Male,2,TRUE,FALSE,50
addMammal,Giant Panda,1973,7,26,Raw_Meat,Female,3,FALSE,FALSE,43
addMammal,Gorilla,1983,10,7,Raw_Meat,Male,4,FALSE,FALSE,21
addMammal,Baboon,2008,7,12,Raw_Meat,Female,5,FALSE,TRUE,23
addMammal,Ape,1983,3,4,Raw_Meat,Male,6,FALSE,FALSE,46
addMammal,Bear,2009,10,27,Raw_Meat,Female,7,FALSE,FALSE,12
addMammal,Beaver,1992,11,19,Sausage,Male,1,TRUE,FALSE,19
addMammal,Bison,2009,1,21,Sausage,Female,2,FALSE,TRUE,45
addMammal,Camel,2001,8,9,Raw_Meat,Male,3,FALSE,TRUE,0
addMammal,Coyote,1988,7,20,Raw_Meat,Female,4,FALSE,TRUE,47
addMammal,Fox,1974,10,4,Sausage,Male,5,FALSE,FALSE,8
addMammal,Giraffe,2001,8,18,Sausage,Female,6,FALSE,FALSE,27
addMammal,Giant Panda,1991,9,12,Raw_Meat,Male,7,TRUE,TRUE,8
addMammal,Gorilla,1992,8,9,Corn,Male,1,FALSE,FALSE,20
addMammal,Elephant,1993,10,22,Carrot,Female,2,FALSE,FALSE,6
addMammal,Ape,1976,6,10,Cucumber,Male,3,FALSE,FALSE,44
addMammal,Bear,1991,7,23,Peanuts,Female,4,FALSE,FALSE,0
addMammal,Beaver,2006,6,4,Corn,Male,5,FALSE,TRUE,8
addMammal,Bison,1990,2,15,Carrot,Female,8,TRUE,TRUE,34
addMammal,Camel,2008,6,28,Cucumber,Male,7,FALSE,TRUE,5
addMammal,Coyote,1973,6,12,Peanuts,Female,1,FALSE,FALSE,1
addMammal,Fox,1988,8,26,Corn,Male,2,FALSE,FALSE,36
addMammal,Giraffe,1988,2,23,Carrot,Female,3,FALSE,FALSE,13
addMammal,Giant Panda,1994,5,15,Cucumber,Male,4,FALSE,FALSE,7
addMammal,Gorilla,1979,2,28,Peanuts,Female,5,FALSE,TRUE,41
addMammal,Baboon,1997,6,14,Corn,Male,6,FALSE,TRUE,15
addMammal,Ape,1975,10,21,Carrot,Female,7,FALSE,TRUE,34
addMammal,Elephant,2019,6,19,Cucumber,Male,1,FALSE,FALSE,17
addMammal,Beaver,1975,9,11,Peanuts,Female,2,FALSE,FALSE,9
addMammal,Bison,2008,6,10,Corn,Male,3,FALSE,FALSE,22
addMammal,Camel,1986,3,10,Carrot,Female,4,FALSE,FALSE,34
addMammal,Coyote,1990,6,4,Cucumber,Male,5,FALSE,TRUE,39
addMammal,Fox,2003,1,1,Peanuts,Female,6,FALSE,TRUE,31
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
space,,,,,,,,,,
,,,,,,,,,,
-- ADD Reptile --,,,,,,,,,,
addReptile,Crab,2005,9,25,Peanuts,Male,1,FALSE,TRUE,5
addReptile,Crocodile,2014,3,23,Corn,Female,2,TRUE,FALSE,4
addReptile,Frog,2015,1,14,Carrot,Male,3,FALSE,TRUE,36
addReptile,Turtle,2010,10,16,Cucumber,Female,4,TRUE,TRUE,9
addReptile,Cobra,2015,1,20,Peanuts,Male,5,FALSE,FALSE,22
addReptile,Salamander,2002,7,23,Corn,Female,6,TRUE,TRUE,2
addReptile,Snail,2000,11,3,Carrot,Male,7,FALSE,TRUE,2
addReptile,Toad,2004,7,19,Cucumber,Female,1,TRUE,TRUE,4
addReptile,Viper,2006,11,26,Peanuts,Male,2,FALSE,TRUE,15
addReptile,Crab,2016,6,18,Corn,Female,3,TRUE,FALSE,3
addReptile,Crocodile,2019,7,28,Carrot,Male,4,FALSE,TRUE,17
addReptile,Frog,2003,9,10,Cucumber,Female,8,TRUE,TRUE,26
addReptile,Turtle,2012,5,15,Peanuts,Male,6,FALSE,FALSE,5
addReptile,Cobra,2007,2,15,Corn,Female,7,TRUE,TRUE,36
addReptile,Salamander,2004,1,13,Carrot,Male,1,FALSE,TRUE,14
addReptile,Snail,2004,5,22,Cucumber,Female,2,FALSE,TRUE,22
addReptile,Toad,2012,1,1,Peanuts,Male,3,FALSE,TRUE,23
addReptile,Viper,2006,2,21,Corn,Male,4,FALSE,FALSE,3
addReptile,Crab,2016,11,9,Carrot,Female,5,FALSE,TRUE,37
addReptile,Crocodile,2014,10,27,Cucumber,Male,6,FALSE,TRUE,20
addReptile,Frog,2017,9,25,Peanuts,Male,7,FALSE,FALSE,26
addReptile,Turtle,2006,5,23,Corn,Female,1,FALSE,TRUE,4
addReptile,Cobra,2014,1,25,Carrot,Male,2,FALSE,TRUE,19
addReptile,Salamander,2019,4,9,Cucumber,Female,3,FALSE,TRUE,20
addReptile,Snail,2006,3,21,Peanuts,Male,4,FALSE,TRUE,40
addReptile,Toad,2010,4,24,Corn,Female,5,TRUE,FALSE,8
addReptile,Viper,2012,4,8,Carrot,Male,6,FALSE,TRUE,17
addReptile,Crab,2009,10,7,Cucumber,Female,7,TRUE,TRUE,35
addReptile,Crocodile,2003,7,19,Peanuts,Male,1,FALSE,FALSE,8
addReptile,Frog,1990,9,20,Corn,Female,2,TRUE,TRUE,34
addReptile,Turtle,2011,9,16,Carrot,Male,3,TRUE,TRUE,15
addReptile,Cobra,2001,12,12,Cucumber,Female,4,FALSE,TRUE,16
addReptile,Salamander,2019,6,4,Peanuts,Male,5,TRUE,TRUE,4
addReptile,Snail,2003,6,22,Corn,Female,6,FALSE,FALSE,12
addReptile,Toad,2020,8,16,Carrot,Male,7,TRUE,TRUE,30
addReptile,Viper,2014,11,21,Cucumber,Female,1,TRUE,TRUE,37
addReptile,Crab,2012,4,10,Peanuts,Male,8,FALSE,FALSE,33
addReptile,Crocodile,2010,2,24,Corn,Male,3,TRUE,TRUE,28
addReptile,Frog,2010,6,16,Carrot,Female,4,FALSE,TRUE,33
addReptile,Turtle,2012,12,15,Cucumber,Male,5,TRUE,TRUE,88
addReptile,Cobra,2012,12,2,Peanuts,Male,6,FALSE,TRUE,11
addReptile,Salamander,2007,10,1,Corn,Female,7,TRUE,FALSE,4
addReptile,Snail,2003,12,18,Carrot,Male,1,TRUE,TRUE,4
addReptile,Toad,2000,1,12,Cucumber,Female,2,FALSE,TRUE,6
addReptile,Viper,2001,4,8,Peanuts,Male,3,TRUE,FALSE,3
addReptile,Crab,2015,7,27,Corn,Female,4,FALSE,TRUE,19
addReptile,Crocodile,2006,1,21,Carrot,Male,5,TRUE,TRUE,5
addReptile,Frog,2002,5,9,Cucumber,Female,6,TRUE,TRUE,19
addReptile,Turtle,2006,3,1,Peanuts,Male,7,TRUE,TRUE,6
addReptile,Cobra,2017,3,27,Corn,Female,1,FALSE,FALSE,34
addReptile,Salamander,2007,12,17,Carrot,Male,2,TRUE,TRUE,29
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
space,,,,,,,,,,
,,,,,,,,,,
-- ADD Bird --,,,,,,,,,,
addBird,Crow,2017,7,14,Carrot,Female,1,TRUE,FALSE,26
addBird,Duck,2018,2,27,Cucumber,Male,8,FALSE,TRUE,14
addBird,Eagle,2002,8,18,Peanuts,Female,3,TRUE,FALSE,17
addBird,Falcon,2001,1,15,Corn,Male,4,TRUE,TRUE,7
addBird,Flamingo,2003,12,10,Carrot,Female,5,FALSE,FALSE,20
addBird,Hawk,2014,2,21,Cucumber,Male,6,TRUE,TRUE,20
addBird,Owl,2001,2,16,Peanuts,Female,7,TRUE,FALSE,27
addBird,Pelican,2010,10,10,Corn,Male,1,TRUE,TRUE,15
addBird,Penguin,2007,2,25,Corn,Male,2,FALSE,FALSE,15
addBird,Crow,2013,10,8,Carrot,Female,3,TRUE,TRUE,6
addBird,Duck,2013,1,28,Cucumber,Male,4,FALSE,FALSE,28
addBird,Eagle,2011,7,8,Peanuts,Female,5,TRUE,TRUE,27
addBird,Falcon,2020,7,13,Corn,Male,6,TRUE,FALSE,29
addBird,Flamingo,2006,7,2,Carrot,Female,7,FALSE,TRUE,11
